Name	RefCount to anti-inflammatory cytokine	RefCount to oxidative stress	RefCount to inflammation	RefCount to melanogenesis	RefCount to skin barrier	RefCount to inflammatory response	RefCount to inflammatory status	RefCount to inflammatory lesion	RefCount to dermatitis	RefCount to keratitis	RefCount to oxidative stress index	RefCount to lipid peroxidation	RefCount to fatty acid oxidation	RefCount to protein amino acid oxidation	RefCount to DNA damage	RefCount to DNA fragmentation	RefCount to DNA protection	RefCount to DNA repair	RefCount to genotoxicity	RefCount to phototoxicity	RefCount to skin sensitization	RefCount to skin irritation	RefCount to ocular irritation	RefCount to embryotoxicity	RefCount to hepatotoxicity	RefCount to endocrine toxicity	RefCount to spermatogenesis	RefCount to testicular toxicity	RefCount to testicular degeneration	RefCount to testicular dysfunction	RefCount to testicular regression	RefCount to reproductive process	RefCount to reproductive developmental process	RefCount to reproductive sterility	RefCount to gonadotoxicity	RefCount to female infertility	RefCount to male infertility
Bay 11-7085	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SB431542	0	4	6	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
Z-LEHD-FMK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glucopyranoside	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sabiporide	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chitosan nanoparticle	0	0	19	0	0	4	0	0	0	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
oxymatrine	4	17	64	0	0	11	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
orientin	2	13	9	0	0	1	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
toosendanin	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
AG1478	0	3	11	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gamma-glutamylcysteinylethyl ester	0	4	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ghrelin	14	89	180	0	0	73	0	0	1	0	0	17	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	1	0
dapsone	0	1	173	0	0	2	0	2	59	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
nesfatin-1	0	8	9	0	0	7	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0
fraxinellone	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glabridin	0	5	5	4	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
octadecaneuropeptide	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WIN 55,212	0	4	22	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
salvianolic acid A	0	25	17	0	0	6	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tempol	0	117	50	0	0	10	0	0	0	0	0	30	0	3	27	1	0	1	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
AG556	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
febuxostat	0	28	86	0	0	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
triazole	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
pifithrin-mu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MnTMPyP	0	26	1	0	0	0	0	0	0	0	0	7	0	1	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ginsenoside Rg3	1	5	5	1	0	3	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
echinacoside	1	12	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
2,4,3',5'-tetramethoxystilbene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-aminobenzoic acid hydrazide	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
everolimus	3	0	38	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1
Fe2+	12	0	33	9	0	0	7	0	2	0	0	0	0	0	0	0	0	0	25	2	0	0	0	0	67	0	0	0	1	1	0	1	1	0	0	2	1
ronidazole	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
minocycline	15	84	335	1	1	39	1	4	7	0	0	15	0	0	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
cortisol	8	0	217	0	0	71	0	0	28	1	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	1	0	0	0	0	0	11	6	0	0	6	1
clodronate	1	2	52	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ALT-711	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
niacin	6	50	68	0	2	18	0	0	2	0	0	7	0	0	12	0	0	0	1	0	0	2	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0
cytochalasin D	1	0	4	1	0	1	0	0	1	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CO2	1	0	44	0	0	28	0	0	4	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
taurine	0	326	125	1	3	25	0	0	0	0	0	111	0	1	28	9	0	0	1	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0
ursodeoxycholic acid	6	63	227	0	0	11	0	0	1	0	0	8	0	0	7	0	0	1	0	0	0	0	0	0	27	0	1	0	0	0	0	0	0	0	0	0	0
cyclic nucleotide	80	85	69	50	1	60	0	0	5	0	0	4	0	0	2	4	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13	0	0	0	0
saponin	42	309	395	11	1	94	0	0	28	0	0	27	0	0	12	1	0	6	3	0	0	1	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0
lignans	2	53	79	9	0	17	0	0	4	0	0	16	1	1	9	0	0	0	9	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
phenothiazines	10	11	42	4	0	1	0	0	1	0	0	7	5	1	2	4	0	0	4	6	2	2	0	0	16	0	0	0	0	0	0	1	1	0	0	0	1
butylated hydroxyanisole	0	27	5	0	0	1	0	0	0	0	0	16	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	1	0	1	0	1	1	0	0	0	0
propyl gallate	0	8	2	0	0	1	0	0	0	0	0	3	0	1	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
protocatechuic aldehyde	0	12	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rolipram	6	13	65	0	0	10	0	0	3	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vitamin E	2	260	262	3	4	0	0	1	26	1	1	180	11	32	102	28	0	0	24	1	0	0	0	6	28	1	0	0	0	1	0	0	0	0	0	0	0
oltipraz	0	5	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
nicorandil	1	55	18	0	0	8	0	0	0	0	0	8	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
carvedilol	8	75	36	0	0	8	0	1	0	0	0	42	1	2	5	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
phenylmethylsulfonyl fluoride	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cysteamine	0	0	6	0	0	0	0	0	0	0	0	8	0	0	4	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
quinapril	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
citrulline	3	18	8	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-3 polyunsaturated fatty acid	46	163	880	7	1	185	25	0	34	2	0	0	0	7	15	3	0	0	4	0	0	0	2	0	11	0	0	0	0	0	0	1	1	0	0	0	0
losartan	1	100	115	0	0	16	0	0	0	0	0	13	0	0	3	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
filipin	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mycophenolic acid	4	4	90	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
luteolin	8	113	126	8	0	39	0	0	4	0	0	27	0	1	0	0	0	0	1	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0
tyrosol	0	20	8	2	0	4	0	0	0	0	0	5	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fluvastatine	5	42	37	3	0	4	0	0	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
epicatechin gallate	2	9	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alpha-mangostin	0	12	18	0	0	1	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
bathophenanthroline disulfonate	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rapamycin	7	0	395	8	0	65	0	2	9	2	0	5	0	0	20	6	0	0	0	0	0	0	0	0	6	1	7	1	7	1	0	6	6	0	0	0	3
fasudil	12	30	84	1	0	28	1	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-elemene	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candesartan	0	40	54	0	0	5	0	0	0	0	0	7	0	0	3	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chlormethiazole	2	6	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
pinocembrin	1	22	13	0	0	6	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cyanidin	0	12	6	0	0	0	0	0	0	0	0	6	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nicotinamide	1	74	56	6	4	1	0	0	9	0	0	8	2	1	4	15	0	29	1	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
galangin	3	18	15	2	0	5	0	0	3	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phosphocreatine	0	3	7	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EGTA	1	9	0	1	0	0	0	0	0	0	0	1	0	1	2	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
methylcobalamin	1	3	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isoliquiritigenin	0	13	23	2	0	10	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	1	1	0	0	0	0
verbascoside	0	20	22	3	0	5	0	0	2	0	0	13	0	0	4	1	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
N-acetylcysteine	3	297	343	2	0	80	0	0	8	5	0	78	1	19	114	57	0	5	19	0	0	1	0	3	81	0	0	0	0	0	0	0	0	0	0	0	0
procaine	0	1	27	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
diphenyliodonium	0	30	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
catalpol	2	48	28	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
crocin	3	79	23	0	0	9	0	0	2	0	0	20	0	1	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
D-tagatose	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R-flurbiprofen	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gamma-tocopherol	2	18	16	1	0	8	0	1	1	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
selegiline	0	54	3	0	0	0	0	0	0	0	0	13	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGS 21680	6	1	29	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
paxilline	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Go6976	0	5	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SR140333	0	0	15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
locust bean gum	0	3	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
iron dextran	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
boron	1	0	6	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2
punicic acid	0	4	10	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sesame oil	2	29	15	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
etanercept	11	14	726	0	0	25	0	3	9	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
EGb 761	7	96	55	0	0	8	0	0	3	0	0	35	0	0	7	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n [2 [3 (1 piperazinylmethyl)imidazo[2,1 b]thiazol 6 yl]phenyl] 2 quinoxalinecarboxamide	1	17	20	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	3	0	0	0	0
aglycone	0	0	11	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
fargesin	0	2	5	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phycocyanin	0	26	22	1	0	4	1	0	0	0	0	17	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
guanine nucleotide	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lazaroid	0	8	11	0	0	0	0	0	0	0	0	45	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
serelaxin	1	6	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cerium oxide nanoparticle	0	0	11	0	0	9	0	0	1	0	0	4	0	1	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
EHNA	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L-158,809	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
oxidized ATP	0	0	9	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
davallialactone	0	2	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
IRFI005	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pomalidomide	2	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
phytate	0	23	4	0	0	2	0	0	0	0	0	12	0	0	5	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
thymol	3	26	28	0	0	13	0	0	2	0	0	12	0	0	5	0	0	0	5	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0
salvianolic acid B	3	56	29	1	0	10	0	0	0	0	0	11	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
6-(methylsulfinyl)hexyl isothiocyanate	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mg2+	2	79	124	0	4	38	0	0	4	0	0	0	0	0	2	0	0	4	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
SB203580	5	33	55	14	0	11	0	0	2	0	0	0	0	0	1	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SB202190	0	0	7	2	0	5	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pentoxifylline	3	36	273	0	0	26	0	0	10	0	0	12	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
beta-carotene	2	79	72	0	1	10	0	0	22	1	0	83	2	0	0	0	0	3	13	1	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0
Fe	3	0	5	2	0	0	0	0	0	0	0	0	3	0	0	0	0	7	8	0	0	0	0	0	6	0	3	0	0	0	0	1	1	0	0	0	1
lithium chloride	10	9	27	1	0	9	0	0	2	1	0	0	0	0	3	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	4	4	0	0	0	0
4-methylpyrazole	0	6	1	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
sodium hypochlorite	0	0	18	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
naproxcinod	0	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2-methyl-6-(phenylethynyl)pyridine	0	4	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ambroxol	2	12	19	0	0	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
flavones	87	1787	1540	100	7	451	2	6	99	1	1	377	7	32	205	9	0	19	80	0	0	1	0	1	113	0	2	0	0	0	0	4	3	0	0	0	1
triolein	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lutein	3	53	19	0	0	12	0	0	3	0	0	38	0	3	12	0	0	0	2	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
triterpenoid	8	90	131	9	2	27	0	0	6	0	0	13	0	0	2	2	0	2	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
fraxin	0	5	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
breviscapine	0	5	4	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gardenin A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2-undecanone	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
guanosine	4	28	3	1	0	6	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
steroid	979	743	12785	79	75	871	10	9	635	96	0	341	20	11	28	46	2	47	139	5	4	19	4	21	356	87	133	21	32	7	12	196	181	0	0	177	132
schisandrin A	1	5	9	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EUK-134	0	27	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
doxazosin	4	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
leflunomide	2	9	231	0	0	1	0	0	3	0	0	1	0	1	0	1	0	0	0	0	0	0	0	2	16	0	0	0	0	0	0	0	0	0	0	0	0
2,2'-bipyridine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pyridoxal	0	3	5	1	0	0	0	0	1	0	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
risperidone	12	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	4
methylene blue	3	37	31	0	0	6	0	0	0	1	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alpha-linolenic acid	4	22	53	5	1	11	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dexmedetomidine	0	65	124	0	0	81	0	0	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mycophenolate mofetil	1	28	541	0	0	12	0	0	27	1	0	2	0	0	0	0	0	0	3	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0
safranal	1	17	7	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
terpene	164	712	857	32	9	151	7	12	216	13	5	344	3	19	130	7	0	17	47	17	1	50	0	13	85	2	0	1	0	0	0	11	11	0	0	0	2
lipoic acid	7	109	126	1	0	31	0	0	6	0	0	63	0	11	31	11	0	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
taxifolin	0	26	8	3	0	0	0	0	1	0	0	9	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TiO2	17	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	39	9	1	1	0	0	12	2	0	1	0	0	0	4	4	0	0	3	0
chromone	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
enalapril	8	35	45	0	1	4	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
diltiazem	0	0	10	0	0	3	0	0	1	0	0	8	2	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
atorvastatin	30	74	225	0	0	70	0	1	1	0	0	36	0	12	0	0	0	2	2	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
ergothioneine	0	35	0	0	0	5	0	0	0	0	0	10	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
baicalein	1	64	94	3	0	19	0	1	2	0	0	23	0	1	12	0	0	1	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
mangiferin	6	68	56	0	0	8	0	0	5	0	0	23	0	0	10	4	0	0	3	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
oleoylethanolamide	2	1	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
camostat	0	5	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
